county,state,neighboring_county,neighboring_state
lafayette,arkansas,webster,louisiana
lawrence,arkansas,craighead,arkansas
lawrence,arkansas,greene,arkansas
lawrence,arkansas,independence,arkansas
lawrence,arkansas,jackson,arkansas
lawrence,arkansas,lawrence,arkansas
lawrence,arkansas,randolph,arkansas
lawrence,arkansas,sharp,arkansas
lee,arkansas,crittenden,arkansas
lee,arkansas,lee,arkansas
lee,arkansas,monroe,arkansas
lee,arkansas,phillips,arkansas
lee,arkansas,stfrancis,arkansas
lee,arkansas,tunica,mississippi
lincoln,arkansas,arkansas,arkansas
lincoln,arkansas,cleveland,arkansas
lincoln,arkansas,desha,arkansas
lincoln,arkansas,drew,arkansas
lincoln,arkansas,jefferson,arkansas
lincoln,arkansas,lincoln,arkansas
littleriver,arkansas,hempstead,arkansas
littleriver,arkansas,howard,arkansas
littleriver,arkansas,littleriver,arkansas
littleriver,arkansas,miller,arkansas
littleriver,arkansas,sevier,arkansas
littleriver,arkansas,mccurtain,oklahoma
littleriver,arkansas,bowie,texas
logan,arkansas,franklin,arkansas
logan,arkansas,johnson,arkansas
logan,arkansas,logan,arkansas
logan,arkansas,pope,arkansas
logan,arkansas,scott,arkansas
logan,arkansas,sebastian,arkansas
logan,arkansas,yell,arkansas
lonoke,arkansas,arkansas,arkansas
lonoke,arkansas,faulkner,arkansas
lonoke,arkansas,jefferson,arkansas
lonoke,arkansas,lonoke,arkansas
lonoke,arkansas,prairie,arkansas
lonoke,arkansas,pulaski,arkansas
lonoke,arkansas,white,arkansas
madison,arkansas,benton,arkansas
madison,arkansas,carroll,arkansas
madison,arkansas,crawford,arkansas
madison,arkansas,franklin,arkansas
madison,arkansas,johnson,arkansas
madison,arkansas,madison,arkansas
madison,arkansas,newton,arkansas
madison,arkansas,washington,arkansas
marion,arkansas,baxter,arkansas
marion,arkansas,boone,arkansas
marion,arkansas,marion,arkansas
marion,arkansas,searcy,arkansas
marion,arkansas,ozark,missouri
marion,arkansas,taney,missouri
miller,arkansas,hempstead,arkansas
miller,arkansas,lafayette,arkansas
miller,arkansas,littleriver,arkansas
miller,arkansas,miller,arkansas
miller,arkansas,bossier,louisiana
miller,arkansas,caddo,louisiana
miller,arkansas,bowie,texas
miller,arkansas,cass,texas
mississippi,arkansas,craighead,arkansas
mississippi,arkansas,crittenden,arkansas
mississippi,arkansas,mississippi,arkansas
mississippi,arkansas,poinsett,arkansas
mississippi,arkansas,dunklin,missouri
mississippi,arkansas,pemiscot,missouri
mississippi,arkansas,dyer,tennessee
mississippi,arkansas,lauderdale,tennessee
mississippi,arkansas,shelby,tennessee
mississippi,arkansas,tipton,tennessee
monroe,arkansas,arkansas,arkansas
monroe,arkansas,lee,arkansas
monroe,arkansas,monroe,arkansas
monroe,arkansas,phillips,arkansas
monroe,arkansas,prairie,arkansas
monroe,arkansas,stfrancis,arkansas
monroe,arkansas,woodruff,arkansas
montgomery,arkansas,clark,arkansas
montgomery,arkansas,garland,arkansas
montgomery,arkansas,hotspring,arkansas
montgomery,arkansas,howard,arkansas
montgomery,arkansas,montgomery,arkansas
montgomery,arkansas,pike,arkansas
montgomery,arkansas,polk,arkansas
montgomery,arkansas,scott,arkansas
montgomery,arkansas,yell,arkansas
nevada,arkansas,clark,arkansas
nevada,arkansas,columbia,arkansas
nevada,arkansas,hempstead,arkansas
nevada,arkansas,lafayette,arkansas
nevada,arkansas,nevada,arkansas
nevada,arkansas,ouachita,arkansas
nevada,arkansas,pike,arkansas
newton,arkansas,boone,arkansas
newton,arkansas,carroll,arkansas
newton,arkansas,johnson,arkansas
newton,arkansas,madison,arkansas
newton,arkansas,newton,arkansas
newton,arkansas,pope,arkansas
newton,arkansas,searcy,arkansas
ouachita,arkansas,calhoun,arkansas
ouachita,arkansas,clark,arkansas
ouachita,arkansas,columbia,arkansas
ouachita,arkansas,dallas,arkansas
ouachita,arkansas,nevada,arkansas
ouachita,arkansas,ouachita,arkansas
ouachita,arkansas,union,arkansas
perry,arkansas,conway,arkansas
perry,arkansas,faulkner,arkansas
perry,arkansas,garland,arkansas
perry,arkansas,perry,arkansas
perry,arkansas,pulaski,arkansas
perry,arkansas,saline,arkansas
perry,arkansas,yell,arkansas
phillips,arkansas,arkansas,arkansas
phillips,arkansas,desha,arkansas
phillips,arkansas,lee,arkansas
phillips,arkansas,monroe,arkansas
phillips,arkansas,phillips,arkansas
phillips,arkansas,bolivar,mississippi
phillips,arkansas,coahoma,mississippi
phillips,arkansas,tunica,mississippi
pike,arkansas,clark,arkansas
pike,arkansas,hempstead,arkansas
pike,arkansas,howard,arkansas
pike,arkansas,montgomery,arkansas
pike,arkansas,nevada,arkansas
pike,arkansas,pike,arkansas
pike,arkansas,polk,arkansas
poinsett,arkansas,craighead,arkansas
poinsett,arkansas,crittenden,arkansas
poinsett,arkansas,cross,arkansas
poinsett,arkansas,jackson,arkansas
poinsett,arkansas,mississippi,arkansas
poinsett,arkansas,poinsett,arkansas
polk,arkansas,howard,arkansas
polk,arkansas,montgomery,arkansas
polk,arkansas,pike,arkansas
polk,arkansas,polk,arkansas
polk,arkansas,scott,arkansas
polk,arkansas,sevier,arkansas
polk,arkansas,leflore,oklahoma
polk,arkansas,mccurtain,oklahoma
pope,arkansas,conway,arkansas
pope,arkansas,johnson,arkansas
pope,arkansas,logan,arkansas
pope,arkansas,newton,arkansas
pope,arkansas,pope,arkansas
pope,arkansas,searcy,arkansas
pope,arkansas,vanburen,arkansas
pope,arkansas,yell,arkansas
prairie,arkansas,arkansas,arkansas
prairie,arkansas,lonoke,arkansas
prairie,arkansas,monroe,arkansas
prairie,arkansas,prairie,arkansas
prairie,arkansas,white,arkansas
prairie,arkansas,woodruff,arkansas
pulaski,arkansas,faulkner,arkansas
pulaski,arkansas,grant,arkansas
pulaski,arkansas,jefferson,arkansas
pulaski,arkansas,lonoke,arkansas
pulaski,arkansas,perry,arkansas
pulaski,arkansas,pulaski,arkansas
pulaski,arkansas,saline,arkansas
randolph,arkansas,clay,arkansas
randolph,arkansas,greene,arkansas
randolph,arkansas,lawrence,arkansas
randolph,arkansas,randolph,arkansas
randolph,arkansas,sharp,arkansas
randolph,arkansas,oregon,missouri
randolph,arkansas,ripley,missouri
stfrancis,arkansas,crittenden,arkansas
stfrancis,arkansas,cross,arkansas
stfrancis,arkansas,lee,arkansas
stfrancis,arkansas,monroe,arkansas
stfrancis,arkansas,stfrancis,arkansas
stfrancis,arkansas,woodruff,arkansas
saline,arkansas,garland,arkansas
saline,arkansas,grant,arkansas
saline,arkansas,hotspring,arkansas
saline,arkansas,perry,arkansas
saline,arkansas,pulaski,arkansas
saline,arkansas,saline,arkansas
scott,arkansas,logan,arkansas
scott,arkansas,montgomery,arkansas
scott,arkansas,polk,arkansas
scott,arkansas,scott,arkansas
scott,arkansas,sebastian,arkansas
scott,arkansas,yell,arkansas
scott,arkansas,leflore,oklahoma
searcy,arkansas,baxter,arkansas
searcy,arkansas,boone,arkansas
searcy,arkansas,marion,arkansas
searcy,arkansas,newton,arkansas
searcy,arkansas,pope,arkansas
searcy,arkansas,searcy,arkansas
searcy,arkansas,stone,arkansas
searcy,arkansas,vanburen,arkansas
sebastian,arkansas,crawford,arkansas
sebastian,arkansas,franklin,arkansas
sebastian,arkansas,logan,arkansas
sebastian,arkansas,scott,arkansas
sebastian,arkansas,sebastian,arkansas
sebastian,arkansas,leflore,oklahoma
sebastian,arkansas,sequoyah,oklahoma
sevier,arkansas,howard,arkansas
sevier,arkansas,littleriver,arkansas
sevier,arkansas,polk,arkansas
sevier,arkansas,sevier,arkansas
sevier,arkansas,mccurtain,oklahoma
sharp,arkansas,fulton,arkansas
sharp,arkansas,independence,arkansas
sharp,arkansas,izard,arkansas
sharp,arkansas,lawrence,arkansas
sharp,arkansas,randolph,arkansas
sharp,arkansas,sharp,arkansas
sharp,arkansas,oregon,missouri
stone,arkansas,baxter,arkansas
stone,arkansas,cleburne,arkansas
stone,arkansas,independence,arkansas
stone,arkansas,izard,arkansas
stone,arkansas,searcy,arkansas
stone,arkansas,stone,arkansas
stone,arkansas,vanburen,arkansas
union,arkansas,ashley,arkansas
union,arkansas,bradley,arkansas
union,arkansas,calhoun,arkansas
union,arkansas,columbia,arkansas
union,arkansas,ouachita,arkansas
union,arkansas,union,arkansas
union,arkansas,claiborne,louisiana
union,arkansas,morehouse,louisiana
union,arkansas,union,louisiana
vanburen,arkansas,cleburne,arkansas
vanburen,arkansas,conway,arkansas
vanburen,arkansas,faulkner,arkansas
vanburen,arkansas,pope,arkansas
vanburen,arkansas,searcy,arkansas
vanburen,arkansas,stone,arkansas
vanburen,arkansas,vanburen,arkansas
washington,arkansas,benton,arkansas
washington,arkansas,crawford,arkansas
washington,arkansas,madison,arkansas
washington,arkansas,washington,arkansas
washington,arkansas,adair,oklahoma
white,arkansas,cleburne,arkansas
white,arkansas,faulkner,arkansas
white,arkansas,independence,arkansas
white,arkansas,jackson,arkansas
white,arkansas,lonoke,arkansas
white,arkansas,prairie,arkansas
white,arkansas,white,arkansas
white,arkansas,woodruff,arkansas
woodruff,arkansas,cross,arkansas
woodruff,arkansas,jackson,arkansas
woodruff,arkansas,monroe,arkansas
woodruff,arkansas,prairie,arkansas
woodruff,arkansas,stfrancis,arkansas
woodruff,arkansas,white,arkansas
woodruff,arkansas,woodruff,arkansas
yell,arkansas,conway,arkansas
yell,arkansas,garland,arkansas
yell,arkansas,logan,arkansas
yell,arkansas,montgomery,arkansas
yell,arkansas,perry,arkansas
yell,arkansas,pope,arkansas
yell,arkansas,scott,arkansas
yell,arkansas,yell,arkansas
alameda,california,alameda,california
alameda,california,contracosta,california
alameda,california,sanfrancisco,california
alameda,california,sanjoaquin,california
alameda,california,sanmateo,california
alameda,california,santaclara,california
alameda,california,stanislaus,california
alpine,california,alpine,california
alpine,california,amador,california
alpine,california,calaveras,california
alpine,california,eldorado,california
alpine,california,mono,california
alpine,california,tuolumne,california
alpine,california,douglas,nevada
amador,california,alpine,california
amador,california,amador,california
amador,california,calaveras,california
amador,california,eldorado,california
amador,california,sacramento,california
amador,california,sanjoaquin,california
butte,california,butte,california
butte,california,colusa,california
butte,california,glenn,california
butte,california,plumas,california
butte,california,sutter,california
butte,california,tehama,california
butte,california,yuba,california
calaveras,california,alpine,california
calaveras,california,amador,california
calaveras,california,calaveras,california
calaveras,california,sanjoaquin,california
calaveras,california,stanislaus,california
calaveras,california,tuolumne,california
colusa,california,butte,california
colusa,california,colusa,california
colusa,california,glenn,california
colusa,california,lake,california
colusa,california,sutter,california
colusa,california,yolo,california
contracosta,california,alameda,california
contracosta,california,contracosta,california
contracosta,california,marin,california
contracosta,california,sacramento,california
contracosta,california,sanfrancisco,california
contracosta,california,sanjoaquin,california
contracosta,california,solano,california
contracosta,california,sonoma,california
delnorte,california,delnorte,california
delnorte,california,humboldt,california
delnorte,california,siskiyou,california
delnorte,california,curry,oregon
delnorte,california,josephine,oregon
eldorado,california,alpine,california
eldorado,california,amador,california
eldorado,california,eldorado,california
eldorado,california,placer,california
eldorado,california,sacramento,california
eldorado,california,douglas,nevada
fresno,california,fresno,california
fresno,california,inyo,california
fresno,california,kings,california
fresno,california,madera,california
fresno,california,merced,california
fresno,california,mono,california
fresno,california,monterey,california
fresno,california,sanbenito,california
fresno,california,tulare,california
glenn,california,butte,california
glenn,california,colusa,california
glenn,california,glenn,california
glenn,california,lake,california
glenn,california,mendocino,california
glenn,california,tehama,california
humboldt,california,delnorte,california
humboldt,california,humboldt,california
humboldt,california,mendocino,california
humboldt,california,siskiyou,california
humboldt,california,trinity,california
imperial,california,lapaz,arizona
imperial,california,yuma,arizona
imperial,california,imperial,california
imperial,california,riverside,california
imperial,california,sandiego,california
inyo,california,fresno,california
inyo,california,inyo,california
inyo,california,kern,california
inyo,california,mono,california
inyo,california,sanbernardino,california
inyo,california,tulare,california
inyo,california,clark,nevada
inyo,california,esmeralda,nevada
inyo,california,nye,nevada
kern,california,inyo,california
kern,california,kern,california
kern,california,kings,california
kern,california,losangeles,california
kern,california,sanbernardino,california
kern,california,sanluisobispo,california
kern,california,santabarbara,california
kern,california,tulare,california
kern,california,ventura,california
kings,california,fresno,california
kings,california,kern,california
kings,california,kings,california
kings,california,monterey,california
kings,california,sanluisobispo,california
kings,california,tulare,california
lake,california,colusa,california
lake,california,glenn,california
lake,california,lake,california
lake,california,mendocino,california
lake,california,napa,california
lake,california,sonoma,california
lake,california,yolo,california
lassen,california,lassen,california
lassen,california,modoc,california
lassen,california,plumas,california
lassen,california,shasta,california
lassen,california,sierra,california
lassen,california,washoe,nevada
losangeles,california,kern,california
losangeles,california,losangeles,california
losangeles,california,orange,california
losangeles,california,sanbernardino,california
losangeles,california,ventura,california
madera,california,fresno,california
madera,california,madera,california
madera,california,mariposa,california
madera,california,merced,california
madera,california,mono,california
madera,california,tuolumne,california
marin,california,contracosta,california
marin,california,marin,california
marin,california,sanfrancisco,california
marin,california,solano,california
marin,california,sonoma,california
mariposa,california,madera,california
mariposa,california,mariposa,california
mariposa,california,merced,california
mariposa,california,stanislaus,california
mariposa,california,tuolumne,california
mendocino,california,glenn,california
mendocino,california,humboldt,california
mendocino,california,lake,california
mendocino,california,mendocino,california
mendocino,california,sonoma,california
mendocino,california,tehama,california
mendocino,california,trinity,california
merced,california,fresno,california
merced,california,madera,california
merced,california,mariposa,california
merced,california,merced,california
merced,california,sanbenito,california
merced,california,santaclara,california
merced,california,stanislaus,california
modoc,california,lassen,california
modoc,california,modoc,california
modoc,california,shasta,california
modoc,california,siskiyou,california
modoc,california,washoe,nevada
modoc,california,klamath,oregon
modoc,california,lake,oregon
mono,california,alpine,california
mono,california,fresno,california
mono,california,inyo,california
mono,california,madera,california
mono,california,mono,california
mono,california,tuolumne,california
mono,california,douglas,nevada
mono,california,esmeralda,nevada
mono,california,lyon,nevada
mono,california,mineral,nevada
monterey,california,fresno,california
monterey,california,kings,california
monterey,california,monterey,california
monterey,california,sanbenito,california
monterey,california,sanluisobispo,california
monterey,california,santacruz,california
napa,california,lake,california
napa,california,napa,california
napa,california,solano,california
napa,california,sonoma,california
napa,california,yolo,california
nevada,california,nevada,california
nevada,california,placer,california
nevada,california,sierra,california
nevada,california,yuba,california
nevada,california,washoe,nevada
orange,california,losangeles,california
orange,california,orange,california
orange,california,riverside,california
orange,california,sanbernardino,california
orange,california,sandiego,california
placer,california,eldorado,california
placer,california,nevada,california
placer,california,placer,california
placer,california,sacramento,california
placer,california,sutter,california
placer,california,yuba,california
placer,california,douglas,nevada
placer,california,washoe,nevada
placer,california,carsoncity,nevada
plumas,california,butte,california
plumas,california,lassen,california
plumas,california,plumas,california
plumas,california,shasta,california
plumas,california,sierra,california
plumas,california,tehama,california
plumas,california,yuba,california
riverside,california,lapaz,arizona
riverside,california,imperial,california
riverside,california,orange,california
riverside,california,riverside,california
riverside,california,sanbernardino,california
riverside,california,sandiego,california
sacramento,california,amador,california
sacramento,california,contracosta,california
sacramento,california,eldorado,california
sacramento,california,placer,california
sacramento,california,sacramento,california
sacramento,california,sanjoaquin,california
sacramento,california,solano,california
sacramento,california,sutter,california
sacramento,california,yolo,california
sanbenito,california,fresno,california
sanbenito,california,merced,california
sanbenito,california,monterey,california
sanbenito,california,sanbenito,california
sanbenito,california,santaclara,california
sanbenito,california,santacruz,california
sanbernardino,california,lapaz,arizona
sanbernardino,california,mohave,arizona
sanbernardino,california,inyo,california
sanbernardino,california,kern,california
sanbernardino,california,losangeles,california
sanbernardino,california,orange,california
